Date,City,Region,Category,SubCategory,Sales,Quantity,Profit
12/25/2016,Fayetteville,South,Furniture,Furnishings,343.85,5,137.54
12/25/2016,Fayetteville,South,Office Supplies,Paper,106.32,3,49.9704
7/23/2017,New York City,East,Office Supplies,Binders,13.92,3,4.35
6/21/2017,Wheeling,East,Office Supplies,Binders,82.4,5,40.376
6/21/2017,Wheeling,East,Office Supplies,Binders,6.24,2,3.0576
6/21/2017,Wheeling,East,Office Supplies,Paper,447.84,8,219.4416
8/13/2017,Memphis,South,Office Supplies,Appliances,272.048,7,30.6054
8/13/2017,Memphis,South,Office Supplies,Binders,1614.582,6,-1237.8462
8/13/2017,Memphis,South,Office Supplies,Fasteners,24.32,5,9.12
8/13/2017,Memphis,South,Technology,Accessories,1.584,2,0.4752
8/13/2017,Memphis,South,Furniture,Furnishings,31.984,1,0
8/13/2017,Memphis,South,Office Supplies,Envelopes,14.76,5,4.797
8/13/2017,Memphis,South,Furniture,Chairs,423.648,2,47.6604
11-07-2015,Houston,Central,Office Supplies,Paper,76.64,2,26.824
10/15/2015,Dallas,Central,Office Supplies,Envelopes,4.464,1,1.674
10/15/2015,Dallas,Central,Office Supplies,Binders,3.96,10,-6.93
7/30/2016,San Francisco,West,Office Supplies,Appliances,715.64,2,178.91
12-03-2016,Morgan Hill,West,Furniture,Tables,268.704,3,6.7176
12-03-2016,Morgan Hill,West,Office Supplies,Art,21.92,8,5.9184
12-03-2016,Morgan Hill,West,Office Supplies,Storage,48.72,3,7.308
12-03-2016,Morgan Hill,West,Furniture,Bookcases,205.666,2,-12.098
4/28/2016,Saint Charles,Central,Furniture,Furnishings,30.344,2,-31.8612
8/25/2017,Cleveland,East,Office Supplies,Storage,25.696,2,1.9272
6/17/2017,New York City,East,Technology,Machines,3404.5,5,1668.205
6/17/2017,New York City,East,Technology,Accessories,101.34,3,8.1072
11/20/2015,Philadelphia,East,Furniture,Chairs,344.372,4,-93.4724
09-04-2017,Garland,Central,Office Supplies,Art,30.384,1,3.798
07-04-2015,San Diego,West,Office Supplies,Binders,22.848,2,7.4256
9/15/2017,Waterbury,East,Office Supplies,Storage,38.62,2,10.8136
9/15/2017,Waterbury,East,Technology,Accessories,59.98,2,10.7964
3/13/2017,Columbia,East,Office Supplies,Binders,174.3,3,81.921
9/24/2017,Hollywood,South,Technology,Phones,383.96,5,38.396
9/24/2017,Hollywood,South,Office Supplies,Binders,15.57,3,-11.418
8/13/2016,Springfield,South,Office Supplies,Binders,22.32,4,10.7136
8/13/2016,Springfield,South,Office Supplies,Labels,103.6,7,51.8
11/20/2017,New York City,East,Technology,Accessories,2.97,3,1.3365
11/20/2017,New York City,East,Technology,Phones,569.99,1,170.997
11/20/2017,New York City,East,Furniture,Furnishings,50.97,3,9.1746
7/25/2017,Dallas,Central,Furniture,Tables,298.116,6,-4.2588
3/25/2016,New York City,East,Office Supplies,Art,59.52,3,17.856
7/15/2016,Portland,West,Furniture,Chairs,230.28,3,23.028
7/15/2016,Portland,West,Office Supplies,Paper,105.52,5,34.294
8/17/2017,Brentwood,West,Office Supplies,Envelopes,23.36,2,11.68
8/17/2017,Brentwood,West,Technology,Phones,71.976,3,8.997
8/17/2017,Brentwood,West,Office Supplies,Paper,8.56,2,3.852
8/17/2017,Brentwood,West,Office Supplies,Binders,13.92,3,4.872
8/17/2017,Brentwood,West,Office Supplies,Appliances,2518.29,9,654.7554
8/17/2017,Brentwood,West,Office Supplies,Storage,540.57,3,140.5482
8/17/2017,Brentwood,West,Office Supplies,Binders,221.056,8,77.3696
12/14/2016,San Diego,West,Furniture,Chairs,81.424,2,-9.1602
12/14/2016,San Diego,West,Office Supplies,Storage,134.8,10,35.048
12/25/2017,Dallas,Central,Office Supplies,Binders,39.582,9,-59.373
12/25/2017,Dallas,Central,Office Supplies,Supplies,44.688,7,5.0274
12/25/2017,Dallas,Central,Office Supplies,Art,31.744,2,2.3808
12/25/2017,Dallas,Central,Office Supplies,Binders,40.98,5,-65.568
12/25/2017,Dallas,Central,Office Supplies,Binders,3.168,3,-5.0688
03-01-2014,El Paso,Central,Office Supplies,Fasteners,18.84,5,-3.5325
03-01-2014,El Paso,Central,Furniture,Chairs,362.25,6,0
03-01-2014,El Paso,Central,Furniture,Furnishings,63.552,6,-34.9536
03-01-2014,El Paso,Central,Office Supplies,Storage,129.552,3,-22.6716
11/19/2015,New York City,East,Office Supplies,Binders,5.984,2,2.244
11/19/2015,New York City,East,Technology,Phones,861.76,4,249.9104
04-01-2014,Revere,East,Office Supplies,Storage,66.96,4,2.6784
04-01-2014,Revere,East,Office Supplies,Binders,6.24,2,3.0576
10-05-2017,Chico,West,Furniture,Chairs,435.168,4,-59.8356
10-05-2017,Chico,West,Office Supplies,Fasteners,14.9,5,6.854
10-05-2017,Chico,West,Office Supplies,Appliances,15.8,4,4.108
10-05-2017,Chico,West,Furniture,Furnishings,72.9,5,26.973
10-05-2017,Chico,West,Furniture,Tables,206.352,3,5.1588
10-05-2017,Chico,West,Technology,Phones,7.992,1,2.6973
11/18/2017,Miramar,South,Office Supplies,Storage,81.36,5,-19.323
11/18/2017,Miramar,South,Office Supplies,Binders,20.232,8,-16.1856
11/18/2017,Miramar,South,Office Supplies,Appliances,389.056,4,48.632
11/18/2017,Miramar,South,Office Supplies,Paper,20.736,4,7.2576
11/18/2017,Miramar,South,Office Supplies,Paper,41.472,8,14.5152
3/23/2015,Los Angeles,West,Office Supplies,Paper,33.36,4,16.68
10-10-2016,Denver,West,Furniture,Bookcases,90.882,3,-190.8522
10-10-2016,Denver,West,Technology,Phones,15.992,1,-2.9985
10-10-2016,Denver,West,Furniture,Chairs,120.784,1,13.5882
8/16/2015,Philadelphia,East,Technology,Phones,519.792,4,-112.6216
8/16/2015,Philadelphia,East,Technology,Accessories,31.176,3,-5.4558
8/16/2015,Philadelphia,East,Office Supplies,Paper,10.368,2,3.6288
8/16/2015,Philadelphia,East,Office Supplies,Binders,2.724,2,-1.9068
8/16/2015,Philadelphia,East,Furniture,Furnishings,254.352,3,0
8/16/2015,Philadelphia,East,Office Supplies,Binders,3.762,3,-2.7588
8/16/2015,Philadelphia,East,Office Supplies,Paper,10.272,3,3.21
5/31/2014,Jackson,South,Technology,Phones,659.97,3,197.991
5/31/2014,Jackson,South,Technology,Phones,113.73,3,32.9817
8/27/2015,Los Angeles,West,Office Supplies,Binders,5.104,1,1.6588
01-03-2014,Houston,Central,Office Supplies,Paper,16.448,2,5.5512
09-10-2014,Clifton,East,Office Supplies,Appliances,81.92,4,22.1184
09-10-2014,Clifton,East,Furniture,Furnishings,254.9,5,76.47
1/22/2017,Chicago,Central,Office Supplies,Fasteners,15.12,5,4.914
1/22/2017,Chicago,Central,Office Supplies,Art,7.872,3,0.8856
4/21/2016,Seattle,West,Office Supplies,Binders,8.32,5,2.808
7/20/2016,Long Beach,East,Technology,Phones,89.95,5,43.176
8/23/2016,Sheboygan,Central,Office Supplies,Labels,25.2,4,11.592
8/23/2016,Sheboygan,Central,Office Supplies,Labels,37.59,3,17.6673
8/23/2016,Sheboygan,Central,Office Supplies,Storage,14.97,1,4.1916
8/23/2016,Sheboygan,Central,Technology,Accessories,1.98,2,0.891
6/14/2016,Boca Raton,South,Office Supplies,Binders,39.936,4,-26.624
6/14/2016,Boca Raton,South,Technology,Accessories,18.464,2,2.308
11/20/2015,Aurora,West,Office Supplies,Binders,4.896,3,-3.4272
11/20/2015,Aurora,West,Furniture,Bookcases,145.764,6,-247.7988
11/20/2015,Aurora,West,Office Supplies,Binders,9.612,6,-7.3692
11-03-2017,San Diego,West,Technology,Accessories,199.75,5,87.89
11-03-2017,San Diego,West,Furniture,Tables,1673.184,12,20.9148
05-04-2014,Seattle,West,Furniture,Furnishings,12.18,7,3.8976
05-04-2014,Seattle,West,Office Supplies,Appliances,57.68,4,19.0344
11-08-2015,Dubuque,Central,Technology,Phones,263.96,4,76.5484
12-12-2015,Los Angeles,West,Technology,Accessories,299.94,6,128.9742
12-12-2015,Los Angeles,West,Office Supplies,Supplies,25.76,7,0.5152
12-01-2014,Lowell,East,Technology,Phones,271.9,2,78.851
12-01-2014,Lowell,East,Furniture,Furnishings,45.84,3,15.5856
12-01-2014,Lowell,East,Furniture,Furnishings,9.82,2,3.2406
10-07-2016,Marysville,West,Office Supplies,Fasteners,93.36,12,0.9336
11/17/2015,Oklahoma City,Central,Office Supplies,Storage,541.24,4,5.4124
11/17/2015,Oklahoma City,Central,Office Supplies,Paper,106.32,3,49.9704
11/17/2015,Oklahoma City,Central,Furniture,Chairs,1323.9,5,383.931
3/17/2014,Philadelphia,East,Office Supplies,Paper,126.624,6,41.1528
6/20/2015,Aurora,West,Technology,Phones,125.944,7,15.743
5/25/2017,New York City,East,Office Supplies,Binders,663.92,5,207.475
5/25/2017,New York City,East,Technology,Accessories,120,8,13.2
5/25/2017,New York City,East,Office Supplies,Fasteners,3.29,1,1.4805
5/25/2017,New York City,East,Furniture,Furnishings,18.84,3,6.0288
09-09-2014,Lancaster,East,Furniture,Furnishings,60.672,6,12.8928
09-09-2014,Lancaster,East,Office Supplies,Art,30.816,9,2.6964
10/17/2017,Modesto,West,Technology,Phones,52.792,1,4.6193
11-02-2017,Saint Louis,Central,Office Supplies,Appliances,83.9,10,20.975
11-02-2017,Saint Louis,Central,Office Supplies,Paper,11.76,2,5.7624
7/21/2014,Dallas,Central,Office Supplies,Appliances,4.992,3,-12.9792
7/21/2014,Dallas,Central,Office Supplies,Envelopes,87.92,5,29.673
7/21/2014,Dallas,Central,Furniture,Chairs,657.93,5,-93.99
7/21/2014,Dallas,Central,Office Supplies,Binders,1.044,1,-1.827
09-11-2015,New York City,East,Furniture,Furnishings,210.68,2,50.5632
09-11-2015,New York City,East,Office Supplies,Storage,78.8,1,1.576
09-11-2015,New York City,East,Technology,Accessories,19.99,1,6.7966
09-11-2015,New York City,East,Office Supplies,Storage,772.68,4,108.1752
10/21/2016,San Antonio,Central,Technology,Accessories,106.08,6,-9.282
01-07-2016,Amarillo,Central,Furniture,Furnishings,23.076,3,-10.9611
01-07-2016,Amarillo,Central,Office Supplies,Paper,25.92,5,9.072
6/25/2015,Houston,Central,Office Supplies,Paper,47.952,3,16.1838
6/25/2015,Houston,Central,Office Supplies,Binders,0.984,2,-1.476
6/25/2015,Houston,Central,Furniture,Furnishings,75.384,9,-20.7306
6/25/2015,Houston,Central,Office Supplies,Labels,4.608,2,1.6704
9/20/2015,Lawrence,East,Office Supplies,Binders,37.68,6,16.956
07-10-2017,Columbus,South,Office Supplies,Appliances,41.91,3,10.8966
6/30/2017,Los Angeles,West,Furniture,Bookcases,435.999,3,5.1294
8/21/2017,Seattle,West,Furniture,Chairs,388.704,6,38.8704
8/21/2017,Seattle,West,Office Supplies,Storage,572.58,6,34.3548
8/21/2017,Seattle,West,Technology,Accessories,33.18,2,11.613
03-11-2017,Cambridge,East,Technology,Accessories,63.88,4,24.9132
03-11-2017,Cambridge,East,Furniture,Furnishings,26.72,1,11.7568
9/15/2017,Salt Lake City,West,Office Supplies,Binders,295.056,9,106.9578
9/20/2016,New York City,East,Office Supplies,Appliances,393.25,5,129.7725
12/15/2016,Cuyahoga Falls,East,Office Supplies,Binders,2.214,3,-1.476
11-03-2017,Wilmington,South,Office Supplies,Paper,16.272,3,5.2884
07-03-2016,New York City,East,Office Supplies,Appliances,706.86,7,197.9208
9/26/2014,Philadelphia,East,Office Supplies,Binders,5.97,5,-4.577
9/26/2014,Philadelphia,East,Furniture,Furnishings,21.184,1,4.7664
9/26/2014,Philadelphia,East,Office Supplies,Appliances,41.376,6,3.1032
7/14/2014,New York City,East,Office Supplies,Art,17.94,3,4.485
9/28/2017,Philadelphia,East,Office Supplies,Binders,2.655,1,-1.8585
8/28/2015,Los Angeles,West,Office Supplies,Storage,892.35,5,267.705
8/28/2015,Los Angeles,West,Furniture,Bookcases,307.666,2,28.9568
8/28/2015,Los Angeles,West,Office Supplies,Storage,728.82,9,29.1528
8/28/2015,Los Angeles,West,Office Supplies,Binders,41.36,5,13.959
8/28/2015,Los Angeles,West,Technology,Phones,43.176,3,15.1116
8/28/2015,Los Angeles,West,Furniture,Furnishings,4.16,2,1.7472
9/20/2015,Long Beach,East,Office Supplies,Paper,61.4,5,28.858
9/20/2015,Long Beach,East,Office Supplies,Binders,24.448,2,8.8624
11-07-2016,Rochester,East,Technology,Phones,263.96,4,71.2692
11-07-2016,Rochester,East,Technology,Phones,359.97,3,100.7916
11-07-2016,Rochester,East,Office Supplies,Paper,12.96,2,6.2208
11-07-2016,Rochester,East,Office Supplies,Storage,116.82,3,5.841
11-07-2016,Rochester,East,Office Supplies,Binders,276.784,2,89.9548
10/20/2015,San Francisco,West,Technology,Accessories,239.97,3,86.3892
10/20/2015,San Francisco,West,Furniture,Furnishings,16.02,6,6.0876
01-01-2017,Huntsville,Central,Office Supplies,Storage,454.56,5,-107.958
01-01-2017,Huntsville,Central,Furniture,Furnishings,141.42,5,-187.3815
01-01-2017,Huntsville,Central,Furniture,Chairs,310.744,4,-26.6352
01-01-2017,Huntsville,Central,Office Supplies,Art,12.736,4,2.2288
01-01-2017,Huntsville,Central,Office Supplies,Binders,6.47,5,-9.705
01-01-2017,Huntsville,Central,Office Supplies,Binders,13.748,14,-22.6842
01-01-2017,Huntsville,Central,Office Supplies,Appliances,15.224,2,-38.8212
6/23/2015,East Point,South,Furniture,Furnishings,27.42,3,9.3228
6/23/2015,East Point,South,Office Supplies,Binders,165.98,1,74.691
6/23/2015,East Point,South,Technology,Accessories,75,3,18
11/22/2016,New York City,East,Office Supplies,Binders,134.272,8,46.9952
10/26/2015,Springfield,West,Office Supplies,Labels,146.544,6,47.6268
10/26/2015,Springfield,West,Office Supplies,Paper,131.904,3,47.8152
10/26/2015,Springfield,West,Office Supplies,Appliances,203.88,5,20.388
10/26/2015,Springfield,West,Office Supplies,Binders,14.301,7,-10.4874
10/26/2015,Springfield,West,Office Supplies,Storage,718.64,10,-161.694
10/20/2016,Arlington,South,Furniture,Furnishings,61.1,5,18.33
4/28/2017,Wilmington,South,Office Supplies,Appliances,28.08,3,5.265
9/29/2016,Yuma,West,Office Supplies,Art,10.496,4,1.1808
07-10-2015,San Bernardino,West,Office Supplies,Binders,39.92,2,12.974
08-07-2015,Baltimore,East,Office Supplies,Appliances,77.58,9,20.1708
12-07-2014,Seattle,West,Office Supplies,Storage,269.36,7,70.0336
12-10-2015,San Francisco,West,Office Supplies,Labels,5.76,2,2.8224
11-08-2017,New York City,East,Office Supplies,Art,109.9,5,32.97
7/27/2017,Seattle,West,Furniture,Furnishings,23.88,3,10.5072
7/27/2017,Seattle,West,Office Supplies,Paper,26.2,4,12.052
7/27/2017,Seattle,West,Office Supplies,Paper,12.96,2,6.2208
7/27/2017,Seattle,West,Technology,Accessories,234.95,5,32.893
12/28/2017,Albuquerque,West,Office Supplies,Storage,118.25,5,34.2925
12/28/2017,Albuquerque,West,Office Supplies,Paper,4.28,1,1.926
03-10-2016,Los Angeles,West,Technology,Accessories,26.85,3,5.1015
03-10-2016,Los Angeles,West,Technology,Machines,3357.6,3,377.73
5/22/2015,Los Angeles,West,Office Supplies,Labels,8.26,2,3.7996
5/22/2015,Los Angeles,West,Technology,Machines,2973.32,7,334.4985
5/22/2015,Los Angeles,West,Office Supplies,Storage,104.79,7,29.3412
5/22/2015,Los Angeles,West,Technology,Phones,775.728,6,58.1796
2/17/2017,Houston,Central,Furniture,Bookcases,89.0664,1,-17.0274
2/17/2017,Houston,Central,Office Supplies,Art,175.44,6,52.632
2/17/2017,Houston,Central,Technology,Phones,438.336,4,-87.6672
12-08-2017,Philadelphia,East,Furniture,Chairs,215.544,4,-58.5048
11/18/2017,Chicago,Central,Office Supplies,Envelopes,55.584,6,20.844
11/18/2017,Chicago,Central,Furniture,Chairs,127.386,2,-25.4772
12-01-2016,San Angelo,Central,Furniture,Chairs,248.43,5,-17.745
12-01-2016,San Angelo,Central,Office Supplies,Appliances,11.648,4,-30.8672
12-01-2016,San Angelo,Central,Furniture,Chairs,85.246,2,-1.2178
10-03-2017,Pasadena,Central,Office Supplies,Art,20.64,5,2.322
8/29/2017,Los Angeles,West,Furniture,Furnishings,148.02,3,41.4456
11/24/2017,Garden City,Central,Office Supplies,Storage,33.29,1,7.9896
6/30/2017,Los Angeles,West,Office Supplies,Paper,204.95,5,100.4255
7/22/2017,Chicago,Central,Furniture,Chairs,526.344,4,-75.192
11-11-2016,San Francisco,West,Furniture,Furnishings,41.96,2,10.9096
11-11-2016,San Francisco,West,Furniture,Chairs,451.152,3,0
11-11-2016,San Francisco,West,Office Supplies,Binders,31.504,11,11.0264
12-09-2014,Philadelphia,East,Office Supplies,Envelopes,30.672,3,9.585
12-09-2014,Philadelphia,East,Technology,Copiers,1079.976,4,125.9972
09-07-2017,Modesto,West,Furniture,Chairs,161.568,2,-28.2744
02-06-2015,Houston,Central,Office Supplies,Binders,2.934,3,-4.9878
02-06-2015,Houston,Central,Technology,Accessories,18.528,2,4.4004
02-06-2015,Houston,Central,Office Supplies,Storage,670.752,3,-125.766
8/26/2017,Chicago,Central,Furniture,Furnishings,64.96,5,-43.848
7/20/2014,Riverside,West,Technology,Accessories,41.94,2,15.0984
7/20/2014,Riverside,West,Office Supplies,Paper,11.96,2,5.8604
7/20/2014,Riverside,West,Office Supplies,Art,13.12,4,3.8048
7/20/2014,Riverside,West,Office Supplies,Storage,535.41,3,160.623
10-08-2015,Dallas,Central,Furniture,Furnishings,72.78,3,-70.9605
2/16/2015,Los Angeles,West,Office Supplies,Paper,36.84,3,17.3148
2/16/2015,Los Angeles,West,Office Supplies,Labels,87.71,7,41.2237
08-12-2016,Lakeland,South,Furniture,Tables,562.2925,7,-255.5875
11-09-2014,New York City,East,Furniture,Furnishings,56.52,9,21.4776
7/18/2016,Philadelphia,East,Office Supplies,Art,11.264,8,1.2672
7/18/2016,Philadelphia,East,Office Supplies,Storage,284.08,10,24.857
7/18/2016,Philadelphia,East,Office Supplies,Paper,18.496,4,6.7048
02-05-2016,San Diego,West,Office Supplies,Labels,14.73,3,7.2177
02-05-2016,San Diego,West,Office Supplies,Storage,186.54,3,50.3658
02-05-2016,San Diego,West,Furniture,Tables,557.728,4,6.9716
02-05-2016,San Diego,West,Technology,Phones,159.968,4,-31.9936
6/20/2014,Lawton,Central,Office Supplies,Appliances,471.9,6,155.727
6/20/2014,Lawton,Central,Office Supplies,Art,3.52,2,1.6896
06-09-2017,Salem,South,Office Supplies,Paper,49.12,4,23.0864
12/27/2016,Santa Ana,West,Office Supplies,Labels,20.16,7,9.8784
1/26/2014,Rapid City,Central,Office Supplies,Binders,10.68,2,5.0196
1/26/2014,Rapid City,Central,Furniture,Bookcases,141.96,2,39.7488
3/23/2017,Seattle,West,Office Supplies,Storage,32.48,2,4.872
3/23/2017,Seattle,West,Office Supplies,Paper,20.04,3,9.6192
3/23/2017,Seattle,West,Technology,Copiers,13999.96,4,6719.9808
3/20/2017,Middletown,East,Technology,Accessories,238,2,38.08
3/20/2017,Middletown,East,Office Supplies,Paper,61.96,2,27.882
10-04-2016,Baltimore,East,Furniture,Tables,239.372,2,-23.9372
11/18/2016,San Diego,West,Technology,Accessories,595,5,95.2
12/26/2017,Odessa,Central,Office Supplies,Paper,16.032,3,5.6112
03-09-2016,Milford,East,Technology,Accessories,199.75,5,87.89
2/16/2016,Belleville,East,Furniture,Chairs,227.96,2,36.4736
9/28/2015,New York City,East,Office Supplies,Appliances,293.52,6,76.3152
9/28/2015,New York City,East,Technology,Phones,307.98,2,89.3142
11-02-2015,San Diego,West,Furniture,Furnishings,96.96,6,33.936
11-02-2015,San Diego,West,Office Supplies,Binders,117.488,7,41.1208
11-02-2015,San Diego,West,Office Supplies,Binders,11.952,3,4.1832
11-02-2015,San Diego,West,Furniture,Bookcases,512.499,3,-30.147
7/31/2016,San Francisco,West,Furniture,Tables,863.128,7,-32.3673
11-06-2017,Seattle,West,Furniture,Tables,2036.86,7,366.6348
11-06-2017,Seattle,West,Furniture,Chairs,449.568,2,-73.0548
11-06-2017,Seattle,West,Technology,Accessories,108.96,3,32.688
2/14/2016,Jackson,South,Office Supplies,Art,264.18,7,68.6868
07-09-2014,Los Angeles,West,Office Supplies,Labels,2.88,1,1.4112
07-09-2014,Los Angeles,West,Office Supplies,Binders,41.904,6,14.1426
07-09-2014,Los Angeles,West,Office Supplies,Storage,23.92,4,4.0664
1/30/2016,Chicago,Central,Office Supplies,Paper,156.512,4,52.8228
9/22/2016,New York City,East,Office Supplies,Storage,128.34,6,37.2186
12/22/2017,Los Angeles,West,Technology,Accessories,474.95,5,142.485
09-02-2016,Des Moines,West,Technology,Copiers,999.98,2,449.991
08-02-2015,Springfield,West,Furniture,Tables,277.5,4,-188.7
11/21/2015,Philadelphia,East,Furniture,Tables,1252.704,8,-480.2032
11/21/2015,Philadelphia,East,Technology,Phones,110.97,5,-24.0435
5/18/2017,Chicago,Central,Furniture,Furnishings,22.608,3,-10.1736
5/18/2017,Chicago,Central,Furniture,Furnishings,1.892,1,-0.9933
7/23/2017,Chicago,Central,Office Supplies,Paper,63.312,3,20.5764
9/13/2015,Chicago,Central,Office Supplies,Envelopes,7.824,1,2.934
9/13/2015,Chicago,Central,Furniture,Chairs,170.072,4,-12.148
12-10-2016,New York City,East,Office Supplies,Paper,62.82,9,29.5254
10-02-2015,Rockville,East,Office Supplies,Paper,19.44,3,9.3312
10-02-2015,Rockville,East,Office Supplies,Binders,7.38,1,3.6162
11/17/2017,New York City,East,Office Supplies,Paper,38.88,6,18.6624
11/17/2017,New York City,East,Furniture,Furnishings,187.76,4,76.9816
11/30/2015,Durham,South,Office Supplies,Binders,6.048,7,-4.2336
11/30/2015,Durham,South,Office Supplies,Appliances,98.352,3,9.8352
11/30/2015,Durham,South,Furniture,Furnishings,335.744,2,25.1808
12-06-2015,Santa Barbara,West,Office Supplies,Paper,8.96,2,4.3904
09-05-2017,Knoxville,South,Technology,Accessories,89.568,4,-1.1196
09-05-2017,Knoxville,South,Office Supplies,Art,71.96,5,7.196
09-05-2017,Knoxville,South,Office Supplies,Paper,15.552,3,5.4432
4/24/2017,Chicago,Central,Office Supplies,Binders,10.43,5,-18.2525
4/24/2017,Chicago,Central,Office Supplies,Storage,72.784,1,-18.196
11-08-2015,New York City,East,Office Supplies,Storage,67.15,5,16.7875
11-08-2015,New York City,East,Technology,Phones,549.98,2,142.9948
11-08-2015,New York City,East,Furniture,Furnishings,11.82,3,4.728
11-08-2015,New York City,East,Technology,Machines,4643.8,4,2229.024
11-08-2015,New York City,East,Furniture,Chairs,577.764,2,115.5528
4/26/2015,Daytona Beach,South,Furniture,Tables,191.5155,1,-76.6062
4/26/2015,Daytona Beach,South,Office Supplies,Art,2.624,1,0.4264
9/20/2015,Nashville,South,Office Supplies,Binders,1369.764,6,-913.176
9/20/2015,Nashville,South,Office Supplies,Storage,294.368,4,-58.8736
09-07-2017,Nashville,South,Office Supplies,Appliances,81.568,2,7.1372
11-07-2016,Dallas,Central,Furniture,Furnishings,44.46,5,-17.784
11-07-2016,Dallas,Central,Office Supplies,Storage,314.088,3,19.6305
9/25/2015,Murfreesboro,South,Office Supplies,Binders,6.336,4,-4.6464
9/25/2015,Murfreesboro,South,Office Supplies,Paper,10.48,1,3.799
9/25/2015,Murfreesboro,South,Office Supplies,Binders,2.469,1,-1.8106
9/25/2015,Murfreesboro,South,Office Supplies,Binders,3.264,2,-2.2848
10-03-2014,Dallas,Central,Office Supplies,Fasteners,4.344,3,0.8688
10-03-2014,Dallas,Central,Furniture,Furnishings,31.776,3,-19.0656
10-03-2014,Dallas,Central,Office Supplies,Labels,4.928,2,1.7248
10-03-2014,Dallas,Central,Office Supplies,Binders,1.788,3,-3.0396
10-03-2014,Dallas,Central,Office Supplies,Fasteners,15.072,4,-3.768
2/18/2014,Arlington,Central,Office Supplies,Storage,12.624,2,-2.5248
06-12-2016,Pasadena,West,Office Supplies,Paper,185.88,6,83.646
06-12-2016,Pasadena,West,Office Supplies,Paper,12.96,2,6.2208
11-01-2017,Everett,East,Office Supplies,Paper,189.7,10,91.056
11-01-2017,Everett,East,Office Supplies,Paper,40.99,1,20.0851
04-04-2016,Troy,East,Furniture,Furnishings,82.64,2,7.4376
04-04-2016,Troy,East,Office Supplies,Storage,31.02,2,8.0652
04-04-2016,Troy,East,Technology,Accessories,89.97,3,37.7874
6/30/2016,Sandy Springs,South,Office Supplies,Art,35.97,3,9.7119
6/30/2016,Sandy Springs,South,Furniture,Bookcases,1266.86,7,291.3778
9/22/2014,San Jose,West,Office Supplies,Storage,169.45,5,42.3625
9/22/2014,San Jose,West,Office Supplies,Storage,40.68,2,0.4068
05-01-2017,Jacksonville,South,Office Supplies,Supplies,3.328,2,0.416
05-01-2017,Jacksonville,South,Furniture,Tables,933.262,4,-458.1468
05-01-2017,Jacksonville,South,Furniture,Chairs,2803.92,5,0
10/20/2017,Jacksonville,South,Office Supplies,Storage,4.768,2,-0.7748
10/20/2017,Jacksonville,South,Office Supplies,Paper,6.672,1,2.502
10/20/2017,Jacksonville,South,Office Supplies,Art,4.448,2,1.112
10/20/2017,Jacksonville,South,Furniture,Furnishings,43.936,4,6.0412
09-01-2014,New York City,East,Office Supplies,Binders,23.744,2,8.3104
09-01-2014,New York City,East,Technology,Accessories,357,3,57.12
08-12-2014,San Francisco,West,Technology,Phones,806.336,8,50.396
08-12-2014,San Francisco,West,Furniture,Furnishings,85.44,3,31.6128
8/19/2014,Columbus,South,Office Supplies,Storage,344.91,3,10.3473
05-10-2015,Aurora,Central,Office Supplies,Appliances,70.97,5,-191.619
05-10-2015,Aurora,Central,Office Supplies,Art,36.784,2,3.6784
05-10-2016,Philadelphia,East,Technology,Phones,743.988,2,-123.998
03-05-2015,Chicago,Central,Office Supplies,Binders,11.212,2,-16.818
03-05-2015,Chicago,Central,Furniture,Furnishings,4.712,2,-1.8848
03-05-2015,Chicago,Central,Office Supplies,Appliances,180.98,5,-470.548
03-05-2015,Chicago,Central,Office Supplies,Storage,60.416,2,6.0416
08-12-2017,Seattle,West,Technology,Copiers,299.99,1,89.997
08-12-2017,Seattle,West,Office Supplies,Paper,192.16,4,92.2368
08-12-2017,Seattle,West,Technology,Phones,242.624,8,27.2952
08-12-2017,Seattle,West,Office Supplies,Storage,46.74,3,11.685
08-12-2017,Seattle,West,Technology,Accessories,174.95,5,12.2465
08-12-2017,Seattle,West,Office Supplies,Binders,100.704,6,37.764
6/26/2016,Roseville,Central,Office Supplies,Paper,368.91,9,180.7659
6/26/2016,Roseville,Central,Office Supplies,Binders,8.02,1,3.7694
6/26/2016,Roseville,Central,Office Supplies,Storage,171.04,4,44.4704
12/15/2016,Fayetteville,South,Office Supplies,Paper,19.44,3,9.3312
9/13/2015,Jacksonville,South,Office Supplies,Binders,13.092,4,-10.0372
12/30/2014,New York City,East,Office Supplies,Appliances,122.94,3,30.735
12/30/2014,New York City,East,Office Supplies,Binders,35.448,7,12.8499
4/29/2014,Dover,East,Technology,Phones,19.98,2,5.1948
1/30/2017,Aurora,Central,Furniture,Tables,69.375,1,-47.175
1/30/2017,Aurora,Central,Office Supplies,Supplies,31.68,4,2.772
1/30/2017,Aurora,Central,Technology,Phones,2003.168,4,250.396
1/30/2017,Aurora,Central,Office Supplies,Art,9.344,2,3.1536
12/25/2016,New York City,East,Furniture,Chairs,2563.056,8,313.2624
10/20/2016,El Cajon,West,Furniture,Chairs,387.136,4,4.8392
6/13/2015,Springfield,East,Office Supplies,Art,3.424,1,0.2996
6/30/2017,Mount Vernon,East,Office Supplies,Storage,1085.42,7,282.2092
6/26/2015,Lakewood,East,Office Supplies,Paper,43.056,9,15.6078
2/21/2016,Tampa,South,Office Supplies,Binders,3.762,3,-2.7588
